Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,Year
Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Women's Apparel,45.0,800,36000.0,18000.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-10,South,Texas,Dallas,Men's Street Footwear,45.0,800,36000.0,12600.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,50.0,800,40000.0,14000.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-22,South,Texas,Dallas,Men's Street Footwear,50.0,800,40000.0,16000.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-23,South,Texas,Dallas,Men's Athletic Footwear,55.0,800,44000.0,17600.0,Outlet,2021-09-01,2021-01-01
Foot Locker,1185732,2020-08-14,Southeast,Florida,Miami,Women's Street Footwear,35.0,800,28000.0,7000.0,In-store,2020-08-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,45.0,800,36000.0,18000.0,In-store,2020-04-01,2020-01-01
West Gear,1185732,2020-09-07,Southeast,Florida,Miami,Women's Street Footwear,50.0,800,40000.0,10000.0,In-store,2020-09-01,2020-01-01
West Gear,1185732,2020-09-15,Southeast,Florida,Miami,Men's Apparel,65.0,800,52000.0,18200.0,In-store,2020-09-01,2020-01-01
Sports Direct,1185732,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,50.0,800,40000.0,14000.0,In-store,2020-10-01,2020-01-01
Sports Direct,1197831,2021-05-15,South,Tennessee,Knoxville,Men's Street Footwear,55.0,800,44000.0,19800.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-05-16,South,Tennessee,Knoxville,Men's Athletic Footwear,55.0,800,44000.0,19800.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,60.0,800,48000.0,31200.0,Outlet,2021-09-01,2021-01-01
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Street Footwear,80.0,800,64000.0,16000.0,Outlet,2021-07-01,2021-01-01
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,75.0,800,60000.0,18000.0,In-store,2021-12-01,2021-01-01
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,85.0,800,68000.0,17000.0,In-store,2021-12-01,2021-01-01
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Street Footwear,60.0,800,48000.0,21600.0,In-store,2021-10-01,2021-01-01
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,40.0,800,32000.0,16000.0,In-store,2021-01-01,2021-01-01
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Street Footwear,40.0,800,32000.0,16000.0,In-store,2021-04-01,2021-01-01
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,800,40000.0,20000.0,In-store,2021-09-01,2021-01-01
Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,800,44000.0,22000.0,In-store,2021-12-01,2021-01-01
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,90.0,800,72000.0,25200.0,In-store,2021-08-01,2021-01-01
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,800,28000.0,14000.0,In-store,2021-02-01,2021-01-01
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Street Footwear,45.0,800,36000.0,18000.0,In-store,2021-09-01,2021-01-01
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Street Footwear,35.0,800,28000.0,11200.0,In-store,2021-07-01,2021-01-01
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Street Footwear,90.0,800,72000.0,25200.0,In-store,2021-08-01,2021-01-01
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,70.0,800,56000.0,22400.0,Online,2021-12-01,2021-01-01
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,80.0,800,64000.0,25600.0,Online,2021-12-01,2021-01-01
Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,65.0,800,52000.0,28600.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Apparel,35.0,800,28000.0,14000.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Apparel,60.0,800,48000.0,24000.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.0,800,40000.0,14000.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Apparel,65.0,800,52000.0,18200.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Apparel,55.0,800,44000.0,22000.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.0,800,36000.0,12600.0,Online,2021-10-01,2021-01-01
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,800,48000.0,16800.0,Online,2021-07-01,2021-01-01
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,800,48000.0,16800.0,Online,2021-08-01,2021-01-01
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Street Footwear,50.0,800,40000.0,16000.0,Online,2021-06-01,2021-01-01
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,795,39750.0,19875.0,In-store,2021-05-01,2021-01-01
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Street Footwear,45.0,795,35775.0,14310.0,Online,2021-05-01,2021-01-01
Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,35.0,775,27125.0,9494.0,Outlet,2020-08-01,2020-01-01
West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,40.0,775,31000.0,10850.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,50.0,775,38750.0,7750.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,50.0,775,38750.0,13563.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2020-11-06,West,California,San Francisco,Women's Apparel,50.0,775,38750.0,5813.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,65.0,775,50375.0,25188.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,80.0,775,62000.0,9300.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,55.0,775,42625.0,12788.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,70.0,775,54250.0,5425.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,70.0,775,54250.0,5425.0,Outlet,2021-02-01,2021-01-01
West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,55.0,775,42625.0,12788.0,Outlet,2021-02-01,2021-01-01
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,55.0,775,42625.0,10656.0,Outlet,2021-02-01,2021-01-01
Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,30.0,775,23250.0,8138.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-27,South,Texas,Dallas,Women's Apparel,60.0,775,46500.0,25575.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,70.0,775,54250.0,29838.0,Outlet,2021-10-01,2021-01-01
West Gear,1128299,2020-04-20,West,Colorado,Denver,Men's Street Footwear,65.0,775,50375.0,22669.0,In-store,2020-04-01,2020-01-01
West Gear,1128299,2020-07-07,West,Washington,Seattle,Men's Street Footwear,85.0,775,65875.0,19763.0,In-store,2020-07-01,2020-01-01
Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,35.0,775,27125.0,6781.0,In-store,2020-08-01,2020-01-01
Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,45.0,775,34875.0,17438.0,In-store,2020-08-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.0,775,42625.0,14919.0,In-store,2020-04-01,2020-01-01
West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775,38750.0,11625.0,In-store,2020-09-01,2020-01-01
West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,65.0,775,50375.0,17631.0,In-store,2020-09-01,2020-01-01
West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,55.0,775,42625.0,12788.0,In-store,2020-09-01,2020-01-01
Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,775,34875.0,10463.0,In-store,2020-09-01,2020-01-01
Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775,38750.0,11625.0,In-store,2020-10-01,2020-01-01
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,55.0,775,42625.0,12788.0,In-store,2020-05-01,2020-01-01
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,65.0,775,50375.0,17631.0,In-store,2020-05-01,2020-01-01
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,40.0,775,31000.0,17050.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,40.0,775,31000.0,12400.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-04-10,South,Tennessee,Knoxville,Men's Athletic Footwear,45.0,775,34875.0,13950.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-04-21,South,Tennessee,Knoxville,Men's Street Footwear,45.0,775,34875.0,15694.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,55.0,775,42625.0,19181.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-10-06,South,Alabama,Birmingham,Men's Street Footwear,60.0,775,46500.0,23250.0,Outlet,2021-10-01,2021-01-01
Sports Direct,1197831,2021-10-07,South,Alabama,Birmingham,Men's Athletic Footwear,60.0,775,46500.0,23250.0,Outlet,2021-10-01,2021-01-01
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,70.0,775,54250.0,27125.0,In-store,2021-07-01,2021-01-01
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,60.0,775,46500.0,20925.0,In-store,2021-11-01,2021-01-01
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,775,42625.0,21313.0,In-store,2021-10-01,2021-01-01
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,775,42625.0,14919.0,In-store,2021-06-01,2021-01-01
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,80.0,775,62000.0,21700.0,In-store,2021-08-01,2021-01-01
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Street Footwear,55.0,775,42625.0,14919.0,In-store,2021-06-01,2021-01-01
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Athletic Footwear,80.0,775,62000.0,21700.0,In-store,2021-08-01,2021-01-01
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,50.0,775,38750.0,15500.0,Online,2021-07-01,2021-01-01
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,55.0,775,42625.0,17050.0,Online,2021-07-01,2021-01-01
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Street Footwear,55.0,775,42625.0,17050.0,Online,2021-12-01,2021-01-01
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Athletic Footwear,55.0,775,42625.0,17050.0,Online,2021-12-01,2021-01-01
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,30.0,775,23250.0,5813.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,40.0,775,31000.0,15500.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Street Footwear,50.0,775,38750.0,9688.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.0,775,42625.0,12788.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.0,775,34875.0,10463.0,Online,2021-08-01,2021-01-01
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Apparel,60.0,775,46500.0,23250.0,Online,2021-10-01,2021-01-01
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,60.0,775,46500.0,13950.0,Online,2021-12-01,2021-01-01
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Apparel,70.0,775,54250.0,18988.0,Online,2021-12-01,2021-01-01
Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,775,46500.0,16275.0,Online,2021-12-01,2021-01-01
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Apparel,75.0,775,58125.0,29063.0,Online,2021-12-01,2021-01-01
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Street Footwear,35.0,775,27125.0,10850.0,Online,2021-01-01,2021-01-01
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Men's Street Footwear,55.0,775,42625.0,17050.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Men's Street Footwear,30.0,775,23250.0,9300.0,Online,2021-02-01,2021-01-01
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,70.0,775,54250.0,21700.0,Online,2021-12-01,2021-01-01
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,55.0,775,42625.0,17050.0,Online,2021-07-01,2021-01-01
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,770,26950.0,13475.0,In-store,2021-03-01,2021-01-01
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Men's Street Footwear,30.0,770,23100.0,9240.0,Online,2021-03-01,2021-01-01
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,40.0,750,30000.0,13500.0,Outlet,2020-08-01,2020-01-01
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,50.0,750,37500.0,13125.0,Outlet,2020-09-01,2020-01-01
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,55.0,750,41250.0,20625.0,Outlet,2020-09-01,2020-01-01
West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,65.0,750,48750.0,12188.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,65.0,750,48750.0,19500.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65.0,750,48750.0,14625.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,75.0,750,56250.0,28125.0,Outlet,2021-01-01,2021-01-01
Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,35.0,750,26250.0,10500.0,Outlet,2021-03-01,2021-01-01
Kohl's,1189833,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,50.0,750,37500.0,9375.0,Outlet,2021-04-01,2021-01-01
Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,50.0,750,37500.0,15000.0,Outlet,2021-04-01,2021-01-01
Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,50.0,750,37500.0,15000.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-09-04,South,Texas,Dallas,Men's Street Footwear,20.0,750,15000.0,5250.0,Outlet,2021-09-01,2021-01-01
West Gear,1128299,2020-02-07,West,Nevada,Las Vegas,Men's Street Footwear,60.0,750,45000.0,18000.0,Outlet,2020-02-01,2020-01-01
West Gear,1128299,2020-06-25,West,Washington,Seattle,Men's Street Footwear,75.0,750,56250.0,16875.0,In-store,2020-06-01,2020-01-01
West Gear,1128299,2020-07-08,West,Washington,Seattle,Men's Athletic Footwear,80.0,750,60000.0,15000.0,In-store,2020-07-01,2020-01-01
West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,80.0,750,60000.0,18000.0,In-store,2020-07-01,2020-01-01
West Gear,1128299,2020-08-01,West,Washington,Seattle,Men's Athletic Footwear,85.0,750,63750.0,15938.0,In-store,2020-08-01,2020-01-01
Foot Locker,1185732,2020-08-10,Southeast,Florida,Miami,Men's Apparel,55.0,750,41250.0,14438.0,In-store,2020-08-01,2020-01-01
Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750,33750.0,11813.0,In-store,2020-08-01,2020-01-01
Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Men's Apparel,55.0,750,41250.0,14438.0,In-store,2020-08-01,2020-01-01
Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750,33750.0,11813.0,In-store,2020-08-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,50.0,750,37500.0,9375.0,In-store,2020-04-01,2020-01-01
Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,55.0,750,41250.0,14438.0,In-store,2020-09-01,2020-01-01
Sports Direct,1185732,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,45.0,750,33750.0,8438.0,In-store,2020-09-01,2020-01-01
Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Men's Apparel,65.0,750,48750.0,17063.0,In-store,2020-10-01,2020-01-01
Kohl's,1189833,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,40.0,750,30000.0,13500.0,Outlet,2021-02-01,2021-01-01
Sports Direct,1197831,2021-04-04,South,Tennessee,Knoxville,Men's Athletic Footwear,25.0,750,18750.0,7500.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-05-20,South,Tennessee,Knoxville,Women's Apparel,65.0,750,48750.0,29250.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-08-30,South,Alabama,Birmingham,Women's Apparel,45.0,750,33750.0,20250.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-08-31,South,Alabama,Birmingham,Men's Street Footwear,45.0,750,33750.0,15188.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-09-01,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,750,37500.0,16875.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-12,South,Alabama,Birmingham,Men's Street Footwear,40.0,750,30000.0,15000.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-13,South,Alabama,Birmingham,Men's Athletic Footwear,55.0,750,41250.0,20625.0,Outlet,2021-09-01,2021-01-01
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,85.0,750,63750.0,15938.0,Outlet,2021-08-01,2021-01-01
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,95.0,750,71250.0,17813.0,In-store,2021-07-01,2021-01-01
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,750,41250.0,20625.0,In-store,2021-11-01,2021-01-01
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,65.0,750,48750.0,17063.0,In-store,2021-12-01,2021-01-01
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,75.0,750,56250.0,19688.0,In-store,2021-12-01,2021-01-01
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,750,26250.0,13125.0,In-store,2021-01-01,2021-01-01
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,750,37500.0,18750.0,In-store,2021-10-01,2021-01-01
Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Men's Street Footwear,40.0,750,30000.0,12000.0,In-store,2021-07-01,2021-01-01
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Street Footwear,35.0,750,26250.0,10500.0,In-store,2021-08-01,2021-01-01
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Street Footwear,65.0,750,48750.0,17063.0,In-store,2021-12-01,2021-01-01
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Athletic Footwear,75.0,750,56250.0,19688.0,In-store,2021-12-01,2021-01-01
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Athletic Footwear,95.0,750,71250.0,28500.0,Online,2021-07-01,2021-01-01
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Apparel,45.0,750,33750.0,16875.0,Online,2021-05-01,2021-01-01
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Street Footwear,45.0,750,33750.0,11813.0,Online,2021-06-01,2021-01-01
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,50.0,750,37500.0,13125.0,Online,2021-06-01,2021-01-01
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Street Footwear,50.0,750,37500.0,15000.0,Online,2021-08-01,2021-01-01
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Athletic Footwear,55.0,750,41250.0,16500.0,Online,2021-08-01,2021-01-01
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,750,41250.0,14438.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.0,750,37500.0,13125.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50.0,750,37500.0,11250.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Apparel,65.0,750,48750.0,17063.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Apparel,55.0,750,41250.0,14438.0,Online,2021-08-01,2021-01-01
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.0,750,33750.0,11813.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.0,750,41250.0,12375.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,45.0,750,33750.0,13500.0,Online,2021-06-01,2021-01-01
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Street Footwear,60.0,750,45000.0,18000.0,Online,2021-08-01,2021-01-01
Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,50.0,745,37250.0,9313.0,In-store,2020-10-01,2020-01-01
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,40.0,745,29800.0,11920.0,Online,2021-05-01,2021-01-01
Sports Direct,1197831,2020-08-08,South,Texas,Houston,Women's Street Footwear,35.0,725,25375.0,8881.0,Outlet,2020-08-01,2020-01-01
West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,50.0,725,36250.0,7250.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,50.0,725,36250.0,12688.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,65.0,725,47125.0,16494.0,Outlet,2020-12-01,2020-01-01
West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,80.0,725,58000.0,11600.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,60.0,725,43500.0,13050.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,80.0,725,58000.0,8700.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,55.0,725,39875.0,9969.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,65.0,725,47125.0,21206.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,55.0,725,39875.0,11963.0,Outlet,2021-02-01,2021-01-01
Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,50.0,725,36250.0,14500.0,Outlet,2021-05-01,2021-01-01
Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,65.0,725,47125.0,9425.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,20.0,725,14500.0,4350.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-08-12,Midwest,Illinois,Chicago,Men's Athletic Footwear,30.0,725,21750.0,6525.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Men's Street Footwear,55.0,725,39875.0,15950.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Women's Street Footwear,60.0,725,43500.0,17400.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,40.0,725,29000.0,11600.0,Outlet,2021-10-01,2021-01-01
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,725,29000.0,11600.0,Outlet,2021-10-01,2021-01-01
Sports Direct,1197831,2021-10-18,South,Texas,Dallas,Women's Street Footwear,65.0,725,47125.0,18850.0,Outlet,2021-10-01,2021-01-01
West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Street Footwear,60.0,725,43500.0,21750.0,In-store,2020-04-01,2020-01-01
West Gear,1128299,2020-04-26,West,Colorado,Denver,Men's Street Footwear,70.0,725,50750.0,22838.0,In-store,2020-04-01,2020-01-01
Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,725,32625.0,11419.0,In-store,2020-04-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,35.0,725,25375.0,6344.0,In-store,2020-04-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,60.0,725,43500.0,15225.0,In-store,2020-04-01,2020-01-01
